"Name","activation","lr","num_epochs","num_hidden_layers","num_neurons_per_layer","optimizer","train_loss","train_acc","train_f1","train_precision","train_recall","val_loss","val_acc","val_f1","val_precision","val_recall"
"dandy-sweep-329","relu","0.00001","100","16","4","sgd","1.6433905793778456","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.6364373873722116","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"different-sweep-656","tanh","0.0001","50","16","16","mini-batch","1.4619499042052395","0.3916849015317287","0.2040416842043246","0.1844770408988439","0.22824849235922465","1.4240584752985457","0.42105263157894735","0.21887791138001753","0.16383219954648526","0.3296296296296296"
"stellar-sweep-439","relu","0.0001","100","16","4","sgd","1.2643931790116758","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.2298783714698829","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"happy-sweep-545","sigmoid","0.0001","100","4","8","sgd","1.2050747544831115","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.165725446491162","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"happy-durian-490","relu","0.00001","50","16","4","sgd","1.711726118803549","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.7081073204692305","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"rich-sweep-447","relu","0.0001","100","16","4","batch","1.7898725832703883","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.7897903284303613","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"logical-sweep-448","relu","0.0001","100","16","4","mini-batch","1.6919098942916457","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.687189951871939","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"olive-sweep-311","relu","0.00001","100","8","8","sgd","1.6193433484781858","0.4190371991247265","0.25688768520007343","0.1658008658008658","0.5700695206732528","1.614689537764714","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"ethereal-sweep-541","sigmoid","0.0001","100","4","4","sgd","1.2222255397459512","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.182909619402183","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"absurd-sweep-549","sigmoid","0.0001","100","4","16","batch","1.5142282645986394","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.4968463226814521","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"astral-sweep-456","relu","0.0001","100","16","16","sgd","1.1320417089372434","0.4223194748358862","0.27783852667426023","0.1678861211648097","0.8051482979440512","1.12922656886278","0.42105263157894735","0.2760525400012522","0.16645408163265304","0.8081886960391632"
"twilight-sweep-464","sigmoid","0.00001","50","4","16","sgd","1.3651563824697195","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.33565557350706","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"devout-sweep-465","sigmoid","0.00001","50","4","16","batch","1.5189241090446985","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.5018742142268817","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"flowing-yogurt-480","relu","0.00001","50","16","4","sgd","1.711726118803549","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.7081073204692305","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"crisp-puddle-586","sigmoid","0.00001","50","4","16","mini-batch","1.5049503766084917","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.4868672781689518","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"giddy-sweep-477","sigmoid","0.00001","50","16","4","sgd","1.6129083085073221","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.5902282543235777","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"daily-sweep-479","sigmoid","0.00001","50","16","4","batch","1.78060835277083","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.7641936436623864","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"classic-sweep-480","sigmoid","0.00001","50","16","4","mini-batch","1.7677277822752306","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.7508747878924784","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"glamorous-sweep-493","sigmoid","0.00001","100","4","16","sgd","1.296799589474809","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.2606782624684356","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"kind-shadow-472","relu","0.00001","50","16","4","sgd","1.711726118803549","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.7081073204692305","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"fancy-sweep-494","sigmoid","0.00001","100","4","16","batch","1.5186750692002826","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.5016076230008075","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"pretty-sweep-495","sigmoid","0.00001","100","4","16","mini-batch","1.4914314681244714","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.4723281390750218","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"balmy-sweep-602","tanh","0.00001","100","4","8","sgd","1.387015104921601","0.449671772428884","0.21893368722035392","0.18399759914069444","0.2702459711620017","1.3893905096105195","0.42105263157894735","0.2765193864955975","0.17637471655328799","0.6397874667916862"
"dry-sweep-505","sigmoid","0.00001","100","16","4","sgd","1.5020616083723188","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.4740635926070993","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
"gallant-sweep-506","sigmoid","0.00001","100","16","4","batch","1.7803811044630033","0.4212253829321663","0.28142216164025674","0.16666666666666666","0.9035375638220277","1.7639590800683025","0.42105263157894735","0.2814207650273224","0.16666666666666666","0.9035087719298245"
